timestamp_millis,cpu_load,process_cpu_load,process_cpu_time_nanosecs,total_memory_os_bytes,free_memory_os_bytes,jvm_total_memory_bytes,jvm_free_memory_bytes
1721594894540,0.0,0.0,43280000000,8058507264,5415854080,132120576,83757192
1721594894890,0.36231884057971014,1.0,44110000000,8058507264,5410693120,132120576,56945088
1721594895008,0.6086956521739131,1.0,44440000000,8058507264,5410177024,132120576,52959072
1721594895126,0.4545454545454546,1.0,44750000000,8058507264,5408112640,132120576,47095232
1721594895240,0.3125,1.0,45040000000,8058507264,5394821120,132120576,42473312
1721594895355,0.41666666666666663,1.0,45330000000,8058507264,5394305024,132120576,39960616
1721594895474,0.4166666666666667,0.611111111111111,45550000000,8058507264,5393530880,132120576,31032192
1721594895628,0.5116279069767442,0.6818181818181819,45840000000,8058507264,5392756736,132120576,84831232
1721594895748,0.1951219512195122,0.3170731707317073,45980000000,8058507264,5392527360,132120576,72250368
1721594895861,0.21621621621621623,0.4166666666666667,46130000000,8058507264,5392527360,132120576,63861760
1721594895983,0.4444444444444444,0.75,46390000000,8058507264,5391753216,132120576,61194480
1721594896101,0.39473684210526316,0.5526315789473684,46610000000,8058507264,5391753216,132120576,56384160
1721594896216,0.75,0.9166666666666667,46940000000,8058507264,5391237120,132120576,54287120
